token_id,token_str,count,log_count
1599, mean,14771,4.1694098981407
572, qu,14770,4.169380495311949
3212, behind,14724,4.168025808774629
2363, age,14713,4.167701234971368
306,ve,14707,4.1675240924202095
246, t,14704,4.167435494042036
408,ill,14679,4.166696470479601
790,ons,14671,4.166459717093484
22479, LORD,14655,4.165985822774454
2516, John,14644,4.165659720209494
6497, fell,14622,4.165006779568368
1614, turn,14612,4.164709663539879
350,ter,14565,4.1633104889636865
3753, nature,14534,4.162385155857241
2159, short,14515,4.161817040167692
4497,Well,14500,4.161368002234975
3153, live,14476,4.160648574436162
3395, became,14423,4.159055603513488
4527,Of,14402,4.158422806584882
260, c,14395,4.158211669214101
3216, ground,14379,4.157728683711451
484,up,14372,4.157517208532612
1180, number,14356,4.157033449661203
375,os,14343,4.156639998415452
22,5,14305,4.155487862141282
4377, King,14298,4.155275292730099
557, dis,14296,4.155214539497588
1557, care,14277,4.15463695951842
3663, lost,14267,4.1543326612423055
331, st,14255,4.153967221645479
1240,ah,14248,4.153753906455187
600,ely,14206,4.152471810336036
5133, manner,14200,4.152288344383057
448, ch,14192,4.152043602487651
728,ied,14147,4.150664353529561
1621, No,14099,4.149188310536008
343,ir,14066,4.148170613077387
1309, during,14032,4.147119576021965
2067, several,14003,4.14622108881188
311,ol,13979,4.14547610488496
2139, why,13972,4.145258576965609
9577, answered,13970,4.145196406114182
1880, whether,13948,4.144511938703939
2255, women,13947,4.144480800902749
50264,              ,13929,4.143919938385837
1345, public,13926,4.143826390839561
3858, friends,13908,4.143264682011221
1445, art,13874,4.142201690163513
8184, sight,13851,4.141481129270804
295, n,13844,4.14126159062209
7765, soul,13817,4.140413757591074
2620, five,13807,4.1400993248507945
552,ary,13802,4.13994202306998
878, need,13767,4.138839312414322
3490, force,13748,4.138239523465188
12756,would,13726,4.137543994554653
3404,At,13713,4.137132476008993
5083, truth,13706,4.136910727481376
1916, To,13697,4.136625455760932
1953, question,13694,4.1365303235313
3578, ten,13694,4.1365303235313
16083,them,13687,4.136308267255813
611, K,13680,4.136086097384098
10017, replied,13674,4.135895575564019
2489, become,13639,4.134782529381855
365,pe,13639,4.134782529381855
8014, thousand,13626,4.134368384603379
